3,,
NAME,STR,
967aaaaaaaa,56,187
246aaaaaaaa,51,150
670aaaaaaaa,10,149
264aaaaaaaa,6,54
924aaaaaaaa,38,165
996aaaaaaaa,20,46
732aaaaaaaa,45,26
557aaaaaaaa,66,75
172aaaaaaaa,70,92
984aaaaaaaa,21,176
737aaaaaaaa,68,57
626aaaaaaaa,16,65
506aaaaaaaa,7,150
464aaaaaaaa,26,139
74aaaaaaaa,72,26
171aaaaaaaa,56,169
975aaaaaaaa,20,184
425aaaaaaaa,10,81
116aaaaaaaa,61,100
332aaaaaaaa,2,17
771aaaaaaaa,60,186
845aaaaaaaa,69,75
131aaaaaaaa,13,142
208aaaaaaaa,16,174
579aaaaaaaa,17,161
721aaaaaaaa,27,42
510aaaaaaaa,18,29
817aaaaaaaa,66,70
790aaaaaaaa,33,6
260aaaaaaaa,27,132
55aaaaaaaa,37,143
823aaaaaaaa,50,101
995aaaaaaaa,9,187
775aaaaaaaa,61,138
508aaaaaaaa,3,94
695aaaaaaaa,9,123
260aaaaaaaa,54,168
906aaaaaaaa,7,151
255aaaaaaaa,61,185
124aaaaaaaa,10,4
217aaaaaaaa,43,172
437aaaaaaaa,58,76
631aaaaaaaa,26,110
518aaaaaaaa,57,61
388aaaaaaaa,45,76
471aaaaaaaa,42,118
279aaaaaaaa,15,27
731aaaaaaaa,29,133
118aaaaaaaa,54,131
970aaaaaaaa,5,101
308aaaaaaaa,70,88
895aaaaaaaa,58,190
305aaaaaaaa,32,130
967aaaaaaaa,66,154
648aaaaaaaa,62,110
399aaaaaaaa,14,79
844aaaaaaaa,24,162
397aaaaaaaa,14,171
736aaaaaaaa,7,137
319aaaaaaaa,54,67
41aaaaaaaa,20,17
500aaaaaaaa,11,172
29aaaaaaaa,9,40
520aaaaaaaa,57,87
266aaaaaaaa,2,66
810aaaaaaaa,50,40
200aaaaaaaa,15,54
744aaaaaaaa,70,10
815aaaaaaaa,4,119
602aaaaaaaa,14,165
877aaaaaaaa,29,35
40aaaaaaaa,13,114
683aaaaaaaa,69,78
25aaaaaaaa,39,107
905aaaaaaaa,16,120
410aaaaaaaa,60,88
689aaaaaaaa,6,5
791aaaaaaaa,70,31
36aaaaaaaa,25,9
277aaaaaaaa,68,99
706aaaaaaaa,1,30
275aaaaaaaa,73,11
334aaaaaaaa,58,45
530aaaaaaaa,13,148
475aaaaaaaa,6,100
166aaaaaaaa,19,186
972aaaaaaaa,29,119
770aaaaaaaa,9,199
305aaaaaaaa,21,44
986aaaaaaaa,6,122
335aaaaaaaa,17,164
153aaaaaaaa,65,27
285aaaaaaaa,45,15
520aaaaaaaa,67,90
56aaaaaaaa,48,198
863aaaaaaaa,70,79
132aaaaaaaa,52,18
324aaaaaaaa,40,85
317aaaaaaaa,7,178
600aaaaaaaa,58,61
793aaaaaaaa,34,92
332aaaaaaaa,26,7
164aaaaaaaa,27,152
780aaaaaaaa,28,190
473aaaaaaaa,41,200
336aaaaaaaa,44,4
293aaaaaaaa,21,148
754aaaaaaaa,26,118
913aaaaaaaa,69,114
214aaaaaaaa,34,73
383aaaaaaaa,55,83
17aaaaaaaa,73,184
741aaaaaaaa,36,107
593aaaaaaaa,8,117
62aaaaaaaa,31,89
610aaaaaaaa,10,61
559aaaaaaaa,12,149
227aaaaaaaa,21,55
830aaaaaaaa,9,119
795aaaaaaaa,26,10
71aaaaaaaa,6,45
386aaaaaaaa,14,115
129aaaaaaaa,74,48
48aaaaaaaa,43,96
556aaaaaaaa,22,47
536aaaaaaaa,70,30
148aaaaaaaa,6,194
800aaaaaaaa,60,68
277aaaaaaaa,55,12
441aaaaaaaa,48,176
961aaaaaaaa,68,200
443aaaaaaaa,75,123
663aaaaaaaa,36,84
816aaaaaaaa,54,75
217aaaaaaaa,71,146
674aaaaaaaa,42,121
133aaaaaaaa,56,77
775aaaaaaaa,65,3
39aaaaaaaa,72,199
510aaaaaaaa,36,47
248aaaaaaaa,34,193
135aaaaaaaa,23,35
311aaaaaaaa,70,196
544aaaaaaaa,67,8
371aaaaaaaa,4,139
757aaaaaaaa,54,149
277aaaaaaaa,70,5
426aaaaaaaa,26,96
809aaaaaaaa,18,95
234aaaaaaaa,5,181
88aaaaaaaa,23,110
216aaaaaaaa,74,161
78aaaaaaaa,53,136
100aaaaaaaa,18,109
931aaaaaaaa,16,154
673aaaaaaaa,65,42
155aaaaaaaa,18,100
967aaaaaaaa,47,80
278aaaaaaaa,39,63
44aaaaaaaa,47,54
398aaaaaaaa,32,19
848aaaaaaaa,2,146
36aaaaaaaa,37,147
746aaaaaaaa,43,122
181aaaaaaaa,39,180
287aaaaaaaa,69,100
960aaaaaaaa,41,154
32aaaaaaaa,14,133
684aaaaaaaa,27,78
55aaaaaaaa,6,119
33aaaaaaaa,57,67
456aaaaaaaa,24,48
294aaaaaaaa,57,93
795aaaaaaaa,72,173
468aaaaaaaa,53,21
365aaaaaaaa,43,199
308aaaaaaaa,32,86
801aaaaaaaa,75,163
197aaaaaaaa,68,144
114aaaaaaaa,61,86
277aaaaaaaa,66,37
613aaaaaaaa,39,60
501aaaaaaaa,33,114
422aaaaaaaa,50,82
228aaaaaaaa,32,10
979aaaaaaaa,47,104
757aaaaaaaa,49,133
466aaaaaaaa,61,112
542aaaaaaaa,8,43
686aaaaaaaa,22,159
991aaaaaaaa,49,176
773aaaaaaaa,7,83
694aaaaaaaa,71,193
332aaaaaaaa,40,192
605aaaaaaaa,14,3
187aaaaaaaa,13,14
476aaaaaaaa,7,22
105aaaaaaaa,63,85
24aaaaaaaa,16,157
230aaaaaaaa,35,188
447aaaaaaaa,70,94
498aaaaaaaa,17,15
172aaaaaaaa,59,176
908aaaaaaaa,34,92
862aaaaaaaa,41,104
589aaaaaaaa,61,200
532aaaaaaaa,9,75
815aaaaaaaa,63,5
965aaaaaaaa,72,42
519aaaaaaaa,20,87
854aaaaaaaa,72,183
433aaaaaaaa,15,31
846aaaaaaaa,4,150
434aaaaaaaa,24,75
522aaaaaaaa,62,85
413aaaaaaaa,8,49
987aaaaaaaa,22,24
730aaaaaaaa,35,146
362aaaaaaaa,64,51
408aaaaaaaa,50,119
957aaaaaaaa,52,72
582aaaaaaaa,44,56
572aaaaaaaa,26,183
179aaaaaaaa,14,184
905aaaaaaaa,30,129
709aaaaaaaa,30,86
349aaaaaaaa,69,122
420aaaaaaaa,33,157
705aaaaaaaa,36,36
169aaaaaaaa,67,78
229aaaaaaaa,32,70
376aaaaaaaa,25,192
281aaaaaaaa,54,83
60aaaaaaaa,28,25
746aaaaaaaa,68,153
833aaaaaaaa,18,5
991aaaaaaaa,42,25
484aaaaaaaa,64,54
894aaaaaaaa,36,80
92aaaaaaaa,19,190
221aaaaaaaa,2,27
729aaaaaaaa,51,16
381aaaaaaaa,63,105
407aaaaaaaa,45,68
994aaaaaaaa,10,131
24aaaaaaaa,61,104
93aaaaaaaa,57,84
603aaaaaaaa,10,90
566aaaaaaaa,20,89
750aaaaaaaa,27,176
109aaaaaaaa,39,184
820aaaaaaaa,71,188
56aaaaaaaa,10,139
684aaaaaaaa,25,153
61aaaaaaaa,1,91
512aaaaaaaa,63,30
116aaaaaaaa,58,180
962aaaaaaaa,29,118
182aaaaaaaa,34,131
336aaaaaaaa,60,72
421aaaaaaaa,34,92
162aaaaaaaa,54,110
619aaaaaaaa,44,182
470aaaaaaaa,20,7
395aaaaaaaa,17,118
824aaaaaaaa,35,48
943aaaaaaaa,61,94
729aaaaaaaa,47,107
579aaaaaaaa,45,42
679aaaaaaaa,57,172
562aaaaaaaa,61,148
962aaaaaaaa,47,69
580aaaaaaaa,16,130
828aaaaaaaa,52,135
79aaaaaaaa,3,79
320aaaaaaaa,2,3
589aaaaaaaa,28,191
222aaaaaaaa,68,56
767aaaaaaaa,44,136
777aaaaaaaa,71,11
650aaaaaaaa,16,26
559aaaaaaaa,16,132
996aaaaaaaa,29,162
916aaaaaaaa,46,173
981aaaaaaaa,24,94
145aaaaaaaa,48,90
421aaaaaaaa,39,45
400aaaaaaaa,58,58
985aaaaaaaa,17,76
356aaaaaaaa,56,197
936aaaaaaaa,20,128
630aaaaaaaa,20,99
385aaaaaaaa,66,109
327aaaaaaaa,70,138
856aaaaaaaa,53,180
668aaaaaaaa,75,150
233aaaaaaaa,51,162
406aaaaaaaa,35,152
579aaaaaaaa,24,32
985aaaaaaaa,17,16
735aaaaaaaa,1,17
647aaaaaaaa,2,84
22aaaaaaaa,17,45
732aaaaaaaa,65,113
152aaaaaaaa,25,25
972aaaaaaaa,54,115
154aaaaaaaa,51,56
606aaaaaaaa,16,141
940aaaaaaaa,59,73
450aaaaaaaa,55,69
951aaaaaaaa,64,98
464aaaaaaaa,49,108
674aaaaaaaa,16,1
766aaaaaaaa,34,178
261aaaaaaaa,37,40
552aaaaaaaa,58,70
447aaaaaaaa,65,33
391aaaaaaaa,1,156
717aaaaaaaa,40,34
672aaaaaaaa,35,148
574aaaaaaaa,70,63
363aaaaaaaa,73,198
879aaaaaaaa,36,135
479aaaaaaaa,11,158
388aaaaaaaa,42,177
419aaaaaaaa,71,160
571aaaaaaaa,63,142
618aaaaaaaa,75,172
373aaaaaaaa,53,138
468aaaaaaaa,45,121
38aaaaaaaa,68,160
248aaaaaaaa,51,136
390aaaaaaaa,30,188
183aaaaaaaa,69,7
816aaaaaaaa,35,166
457aaaaaaaa,28,200
475aaaaaaaa,59,84
138aaaaaaaa,13,39
685aaaaaaaa,60,64
166aaaaaaaa,5,82
977aaaaaaaa,64,154
1aaaaaaaa,38,110
950aaaaaaaa,14,159
392aaaaaaaa,3,61
7aaaaaaaa,12,197
569aaaaaaaa,28,32
389aaaaaaaa,43,56
12aaaaaaaa,10,101
112aaaaaaaa,11,173
194aaaaaaaa,20,33
376aaaaaaaa,28,46
921aaaaaaaa,44,148
155aaaaaaaa,30,134
328aaaaaaaa,54,172
28aaaaaaaa,40,187
42aaaaaaaa,22,110
624aaaaaaaa,67,66
850aaaaaaaa,23,38
744aaaaaaaa,30,94
35aaaaaaaa,65,181
633aaaaaaaa,52,160
279aaaaaaaa,59,92
565aaaaaaaa,72,136
803aaaaaaaa,67,138
837aaaaaaaa,35,162
264aaaaaaaa,41,36
791aaaaaaaa,70,52
269aaaaaaaa,27,39
870aaaaaaaa,58,52
99aaaaaaaa,8,59
293aaaaaaaa,39,39
788aaaaaaaa,49,36
570aaaaaaaa,3,13
400aaaaaaaa,53,143
103aaaaaaaa,66,145
57aaaaaaaa,54,105
733aaaaaaaa,42,185
964aaaaaaaa,64,77
655aaaaaaaa,13,59
602aaaaaaaa,43,16
693aaaaaaaa,2,183
362aaaaaaaa,31,122
455aaaaaaaa,23,177
934aaaaaaaa,46,95
933aaaaaaaa,17,116
745aaaaaaaa,49,156
10aaaaaaaa,3,125
617aaaaaaaa,69,15
744aaaaaaaa,51,29
749aaaaaaaa,35,153
712aaaaaaaa,20,187
737aaaaaaaa,61,93
974aaaaaaaa,45,113
377aaaaaaaa,42,74
458aaaaaaaa,7,199
176aaaaaaaa,63,107
563aaaaaaaa,18,164
229aaaaaaaa,29,197
337aaaaaaaa,52,52
339aaaaaaaa,18,195
547aaaaaaaa,59,29
213aaaaaaaa,51,162
382aaaaaaaa,23,102
432aaaaaaaa,70,189
523aaaaaaaa,29,141
616aaaaaaaa,51,79
969aaaaaaaa,17,34
153aaaaaaaa,22,73
910aaaaaaaa,57,173
786aaaaaaaa,1,38
527aaaaaaaa,27,121
935aaaaaaaa,1,57
775aaaaaaaa,15,1
788aaaaaaaa,54,140
141aaaaaaaa,21,38
996aaaaaaaa,12,49
283aaaaaaaa,27,122
740aaaaaaaa,68,41
728aaaaaaaa,12,196
892aaaaaaaa,68,84
859aaaaaaaa,17,52
156aaaaaaaa,19,66
169aaaaaaaa,12,81
341aaaaaaaa,11,101
234aaaaaaaa,60,104
795aaaaaaaa,70,63
147aaaaaaaa,27,172
614aaaaaaaa,72,46
843aaaaaaaa,54,94
833aaaaaaaa,3,132
738aaaaaaaa,13,96
819aaaaaaaa,42,79
431aaaaaaaa,33,18
31aaaaaaaa,25,37
24aaaaaaaa,31,71
506aaaaaaaa,20,146
27aaaaaaaa,13,98
483aaaaaaaa,59,176
225aaaaaaaa,36,171
496aaaaaaaa,14,13
507aaaaaaaa,18,184
837aaaaaaaa,30,138
578aaaaaaaa,28,87
557aaaaaaaa,57,200
260aaaaaaaa,11,154
703aaaaaaaa,39,47
867aaaaaaaa,44,27
780aaaaaaaa,69,79
632aaaaaaaa,23,30
71aaaaaaaa,27,163
306aaaaaaaa,29,170
86aaaaaaaa,22,33
243aaaaaaaa,45,130
174aaaaaaaa,67,148
128aaaaaaaa,72,61
63aaaaaaaa,28,90
439aaaaaaaa,72,38
795aaaaaaaa,18,88
39aaaaaaaa,20,167
701aaaaaaaa,48,191
71aaaaaaaa,47,7
299aaaaaaaa,14,143
129aaaaaaaa,24,41
503aaaaaaaa,58,92
953aaaaaaaa,52,149
139aaaaaaaa,29,48
524aaaaaaaa,45,46
604aaaaaaaa,67,78
94aaaaaaaa,74,61
893aaaaaaaa,5,38
163aaaaaaaa,29,131
659aaaaaaaa,37,8
463aaaaaaaa,62,117
313aaaaaaaa,13,106
970aaaaaaaa,43,77
961aaaaaaaa,8,174
218aaaaaaaa,7,141
434aaaaaaaa,23,39
193aaaaaaaa,9,50
868aaaaaaaa,57,5
778aaaaaaaa,17,33
249aaaaaaaa,51,147
140aaaaaaaa,29,178
265aaaaaaaa,17,126
418aaaaaaaa,63,117
454aaaaaaaa,58,32
628aaaaaaaa,50,105
625aaaaaaaa,10,23
957aaaaaaaa,42,57
92aaaaaaaa,69,180
150aaaaaaaa,45,122
980aaaaaaaa,58,32
885aaaaaaaa,47,188
887aaaaaaaa,3,159
568aaaaaaaa,53,19
405aaaaaaaa,38,113
522aaaaaaaa,62,93
243aaaaaaaa,50,123
271aaaaaaaa,15,7
195aaaaaaaa,32,55
605aaaaaaaa,47,170
594aaaaaaaa,63,118
820aaaaaaaa,23,39
294aaaaaaaa,20,119
127aaaaaaaa,3,1
456aaaaaaaa,8,74
861aaaaaaaa,12,196
409aaaaaaaa,38,135
226aaaaaaaa,60,119
799aaaaaaaa,17,84
871aaaaaaaa,27,112
472aaaaaaaa,17,156
494aaaaaaaa,5,74
454aaaaaaaa,2,193
511aaaaaaaa,43,12
137aaaaaaaa,71,28
444aaaaaaaa,13,24
160aaaaaaaa,72,199
304aaaaaaaa,54,114
379aaaaaaaa,1,101
101aaaaaaaa,68,68
388aaaaaaaa,26,102
141aaaaaaaa,58,75
228aaaaaaaa,41,157
109aaaaaaaa,72,18
768aaaaaaaa,32,155
298aaaaaaaa,70,95
153aaaaaaaa,19,47
424aaaaaaaa,37,142
441aaaaaaaa,75,78
873aaaaaaaa,20,63
435aaaaaaaa,6,35
34aaaaaaaa,14,87
326aaaaaaaa,14,140
644aaaaaaaa,30,22
79aaaaaaaa,41,101
285aaaaaaaa,5,67
614aaaaaaaa,34,79
101aaaaaaaa,10,36
627aaaaaaaa,75,69
10aaaaaaaa,45,85
507aaaaaaaa,70,97
594aaaaaaaa,51,152
942aaaaaaaa,56,181
778aaaaaaaa,51,63
448aaaaaaaa,51,197
862aaaaaaaa,54,8
993aaaaaaaa,36,193
325aaaaaaaa,50,6
933aaaaaaaa,24,21
76aaaaaaaa,28,158
127aaaaaaaa,74,115
864aaaaaaaa,15,137
259aaaaaaaa,60,90
54aaaaaaaa,31,177
101aaaaaaaa,44,89
777aaaaaaaa,71,103
703aaaaaaaa,6,108
118aaaaaaaa,2,119
740aaaaaaaa,8,64
755aaaaaaaa,11,163
517aaaaaaaa,71,53
658aaaaaaaa,25,44
282aaaaaaaa,6,67
954aaaaaaaa,6,76
165aaaaaaaa,28,86
221aaaaaaaa,2,22
69aaaaaaaa,22,79
316aaaaaaaa,57,68
67aaaaaaaa,37,123
118aaaaaaaa,7,171
277aaaaaaaa,45,39
541aaaaaaaa,74,70
570aaaaaaaa,62,172
566aaaaaaaa,40,47
437aaaaaaaa,10,57
397aaaaaaaa,10,96
933aaaaaaaa,47,67
130aaaaaaaa,63,175
465aaaaaaaa,74,122
619aaaaaaaa,21,70
388aaaaaaaa,2,183
162aaaaaaaa,56,96
244aaaaaaaa,66,78
704aaaaaaaa,28,136
18aaaaaaaa,7,55
604aaaaaaaa,67,6
66aaaaaaaa,52,42
918aaaaaaaa,15,104
397aaaaaaaa,27,19
74aaaaaaaa,23,69
319aaaaaaaa,53,182
993aaaaaaaa,50,81
100aaaaaaaa,59,159
61aaaaaaaa,22,3
639aaaaaaaa,32,9
755aaaaaaaa,66,124
705aaaaaaaa,53,47
665aaaaaaaa,74,15
627aaaaaaaa,10,134
653aaaaaaaa,33,55
945aaaaaaaa,38,14
816aaaaaaaa,50,160
577aaaaaaaa,5,59
159aaaaaaaa,40,59
745aaaaaaaa,13,100
583aaaaaaaa,73,194
60aaaaaaaa,31,107
200aaaaaaaa,67,188
246aaaaaaaa,61,122
826aaaaaaaa,32,190
580aaaaaaaa,28,103
177aaaaaaaa,59,99
192aaaaaaaa,25,81
4aaaaaaaa,52,107
350aaaaaaaa,74,172
96aaaaaaaa,41,31
790aaaaaaaa,26,120
734aaaaaaaa,22,150
575aaaaaaaa,65,149
347aaaaaaaa,22,104
929aaaaaaaa,24,123
471aaaaaaaa,51,88
871aaaaaaaa,27,174
141aaaaaaaa,69,198
729aaaaaaaa,74,96
44aaaaaaaa,22,112
780aaaaaaaa,4,158
65aaaaaaaa,30,30
547aaaaaaaa,18,148
509aaaaaaaa,55,48
740aaaaaaaa,74,170
81aaaaaaaa,52,189
100aaaaaaaa,10,136
12aaaaaaaa,64,187
367aaaaaaaa,27,107
746aaaaaaaa,6,175
688aaaaaaaa,15,162
417aaaaaaaa,38,171
445aaaaaaaa,50,165
369aaaaaaaa,14,176
316aaaaaaaa,41,155
212aaaaaaaa,67,132
479aaaaaaaa,59,15
154aaaaaaaa,42,12
766aaaaaaaa,21,107
924aaaaaaaa,54,114
415aaaaaaaa,50,155
416aaaaaaaa,3,173
607aaaaaaaa,63,102
742aaaaaaaa,16,69
916aaaaaaaa,25,111
540aaaaaaaa,24,188
36aaaaaaaa,23,28
254aaaaaaaa,19,68
609aaaaaaaa,62,126
915aaaaaaaa,61,78
648aaaaaaaa,48,7
748aaaaaaaa,49,73
240aaaaaaaa,4,136
618aaaaaaaa,64,53
391aaaaaaaa,23,179
387aaaaaaaa,6,13
499aaaaaaaa,33,64
692aaaaaaaa,22,187
247aaaaaaaa,8,76
308aaaaaaaa,17,80
265aaaaaaaa,63,153
766aaaaaaaa,39,179
963aaaaaaaa,37,136
957aaaaaaaa,22,142
183aaaaaaaa,36,67
893aaaaaaaa,44,194
939aaaaaaaa,60,29
20aaaaaaaa,21,9
33aaaaaaaa,70,183
764aaaaaaaa,72,33
156aaaaaaaa,50,81
487aaaaaaaa,51,106
207aaaaaaaa,53,38
776aaaaaaaa,55,98
97aaaaaaaa,63,57
682aaaaaaaa,29,27
217aaaaaaaa,55,50
988aaaaaaaa,69,195
942aaaaaaaa,62,88
294aaaaaaaa,23,128
751aaaaaaaa,45,113
712aaaaaaaa,23,82
714aaaaaaaa,10,122
377aaaaaaaa,35,102
839aaaaaaaa,74,50
133aaaaaaaa,3,32
749aaaaaaaa,29,22
182aaaaaaaa,1,35
497aaaaaaaa,4,38
608aaaaaaaa,38,95
962aaaaaaaa,31,22
840aaaaaaaa,32,112
52aaaaaaaa,7,69
601aaaaaaaa,45,112
76aaaaaaaa,34,117
323aaaaaaaa,9,170
795aaaaaaaa,44,31
261aaaaaaaa,37,11
730aaaaaaaa,23,174
794aaaaaaaa,59,5
687aaaaaaaa,42,37
267aaaaaaaa,24,162
587aaaaaaaa,23,55
456aaaaaaaa,44,49
559aaaaaaaa,4,196
261aaaaaaaa,69,169
103aaaaaaaa,53,63
849aaaaaaaa,11,53
654aaaaaaaa,38,154
909aaaaaaaa,58,49
973aaaaaaaa,59,190
814aaaaaaaa,62,3
767aaaaaaaa,50,159
312aaaaaaaa,35,190
586aaaaaaaa,60,74
200aaaaaaaa,17,198
196aaaaaaaa,67,105
102aaaaaaaa,46,123
980aaaaaaaa,27,130
146aaaaaaaa,43,177
158aaaaaaaa,19,138
551aaaaaaaa,13,5
956aaaaaaaa,52,5
84aaaaaaaa,64,77
212aaaaaaaa,55,153
415aaaaaaaa,7,165
281aaaaaaaa,39,194
789aaaaaaaa,11,12
218aaaaaaaa,15,196
419aaaaaaaa,55,30
310aaaaaaaa,6,43
806aaaaaaaa,41,12
840aaaaaaaa,14,99
830aaaaaaaa,74,89
851aaaaaaaa,72,32
339aaaaaaaa,61,1
263aaaaaaaa,73,87
374aaaaaaaa,59,127
480aaaaaaaa,57,90
366aaaaaaaa,20,30
185aaaaaaaa,48,98
900aaaaaaaa,67,15
391aaaaaaaa,24,182
332aaaaaaaa,39,182
615aaaaaaaa,1,152
30aaaaaaaa,60,24
571aaaaaaaa,18,158
428aaaaaaaa,8,80
501aaaaaaaa,14,88
387aaaaaaaa,28,17
860aaaaaaaa,9,19
394aaaaaaaa,54,4
243aaaaaaaa,35,96
107aaaaaaaa,31,134
16aaaaaaaa,58,89
372aaaaaaaa,16,199
742aaaaaaaa,59,42
318aaaaaaaa,18,100
82aaaaaaaa,51,104
759aaaaaaaa,47,190
772aaaaaaaa,72,53
786aaaaaaaa,3,154
369aaaaaaaa,73,71
973aaaaaaaa,24,42
325aaaaaaaa,13,1
815aaaaaaaa,20,167
191aaaaaaaa,45,25
967aaaaaaaa,8,164
160aaaaaaaa,44,93
59aaaaaaaa,21,139
571aaaaaaaa,55,96
409aaaaaaaa,34,106
223aaaaaaaa,37,166
424aaaaaaaa,31,37
213aaaaaaaa,18,123
700aaaaaaaa,26,149
505aaaaaaaa,1,18
13aaaaaaaa,28,95
717aaaaaaaa,56,18
135aaaaaaaa,40,129
353aaaaaaaa,3,186
375aaaaaaaa,39,103
267aaaaaaaa,59,112
476aaaaaaaa,5,56
91aaaaaaaa,57,192
247aaaaaaaa,24,180
645aaaaaaaa,33,168
422aaaaaaaa,6,188
448aaaaaaaa,10,65
586aaaaaaaa,38,110
122aaaaaaaa,7,24
793aaaaaaaa,13,93
924aaaaaaaa,7,160
881aaaaaaaa,46,38
78aaaaaaaa,54,180
412aaaaaaaa,46,4
375aaaaaaaa,52,64
185aaaaaaaa,75,46
618aaaaaaaa,33,134
629aaaaaaaa,23,50
865aaaaaaaa,51,126
530aaaaaaaa,75,15
75aaaaaaaa,40,133
404aaaaaaaa,40,131
962aaaaaaaa,6,87
476aaaaaaaa,33,114
527aaaaaaaa,39,118
668aaaaaaaa,10,132
3aaaaaaaa,58,31
290aaaaaaaa,27,147
274aaaaaaaa,10,11
673aaaaaaaa,67,23
880aaaaaaaa,37,65
189aaaaaaaa,55,135
490aaaaaaaa,73,179
270aaaaaaaa,22,176
612aaaaaaaa,24,94
509aaaaaaaa,10,47
578aaaaaaaa,21,101
875aaaaaaaa,19,77
899aaaaaaaa,70,97
806aaaaaaaa,55,86
732aaaaaaaa,14,166
561aaaaaaaa,21,7
436aaaaaaaa,58,60
412aaaaaaaa,36,40
503aaaaaaaa,75,124
50aaaaaaaa,64,120
313aaaaaaaa,75,194
184aaaaaaaa,63,5
217aaaaaaaa,9,88
646aaaaaaaa,47,166
212aaaaaaaa,28,96
340aaaaaaaa,42,52
28aaaaaaaa,38,188
261aaaaaaaa,8,122
294aaaaaaaa,15,178
269aaaaaaaa,19,135
18aaaaaaaa,64,40
149aaaaaaaa,75,35
859aaaaaaaa,60,94
911aaaaaaaa,70,179
945aaaaaaaa,8,187
970aaaaaaaa,13,83
129aaaaaaaa,2,28
333aaaaaaaa,63,186
72aaaaaaaa,53,17
915aaaaaaaa,59,190
8aaaaaaaa,26,67
943aaaaaaaa,25,165
968aaaaaaaa,74,107
889aaaaaaaa,12,176
965aaaaaaaa,39,168
558aaaaaaaa,11,119
527aaaaaaaa,5,27
60aaaaaaaa,34,41
158aaaaaaaa,66,154
709aaaaaaaa,1,167
300aaaaaaaa,42,107
865aaaaaaaa,24,43
154aaaaaaaa,1,142
563aaaaaaaa,37,196
78aaaaaaaa,12,155
353aaaaaaaa,54,136
592aaaaaaaa,45,193
16aaaaaaaa,65,68
121aaaaaaaa,61,53
766aaaaaaaa,10,34
647aaaaaaaa,21,165
852aaaaaaaa,3,151
475aaaaaaaa,10,25
780aaaaaaaa,23,4
464aaaaaaaa,71,98
492aaaaaaaa,22,32
44aaaaaaaa,18,176
835aaaaaaaa,13,116
568aaaaaaaa,11,109
669aaaaaaaa,52,160
105aaaaaaaa,22,109
146aaaaaaaa,10,40
567aaaaaaaa,18,65
322aaaaaaaa,32,54
928aaaaaaaa,39,92
405aaaaaaaa,74,159
524aaaaaaaa,48,87
699aaaaaaaa,62,167
257aaaaaaaa,18,143
216aaaaaaaa,30,144
38aaaaaaaa,12,8
982aaaaaaaa,29,54
716aaaaaaaa,38,40
784aaaaaaaa,22,163
66aaaaaaaa,23,63
550aaaaaaaa,27,38
493aaaaaaaa,49,49
703aaaaaaaa,72,26
591aaaaaaaa,38,75
641aaaaaaaa,57,170
682aaaaaaaa,74,121
112aaaaaaaa,61,145
345aaaaaaaa,63,183
774aaaaaaaa,24,24
657aaaaaaaa,37,137
26aaaaaaaa,26,47
103aaaaaaaa,23,43
653aaaaaaaa,73,144
703aaaaaaaa,9,43
493aaaaaaaa,18,60
36aaaaaaaa,50,103
36aaaaaaaa,40,43
496aaaaaaaa,47,109
301aaaaaaaa,26,90
194aaaaaaaa,17,76
261aaaaaaaa,60,16
266aaaaaaaa,35,143
324aaaaaaaa,7,36
736aaaaaaaa,18,55
362aaaaaaaa,34,62
679aaaaaaaa,66,142
76aaaaaaaa,4,178
883aaaaaaaa,16,83
271aaaaaaaa,21,182
299aaaaaaaa,58,153
209aaaaaaaa,11,164
776aaaaaaaa,68,200
885aaaaaaaa,41,32
278aaaaaaaa,34,80
824aaaaaaaa,42,111
680aaaaaaaa,43,1
565aaaaaaaa,43,110
292aaaaaaaa,14,127
102aaaaaaaa,56,135
532aaaaaaaa,61,144
138aaaaaaaa,2,16
787aaaaaaaa,58,87
724aaaaaaaa,14,82
551aaaaaaaa,31,167
920aaaaaaaa,32,146
747aaaaaaaa,23,62
661aaaaaaaa,34,66
584aaaaaaaa,35,36
583aaaaaaaa,35,133
334aaaaaaaa,68,36
582aaaaaaaa,25,111
263aaaaaaaa,22,42
159aaaaaaaa,74,146
136aaaaaaaa,19,128
284aaaaaaaa,42,79
545aaaaaaaa,63,13
99aaaaaaaa,15,106
271aaaaaaaa,43,175
293aaaaaaaa,6,168
69aaaaaaaa,38,88
94aaaaaaaa,71,159
377aaaaaaaa,49,18
984aaaaaaaa,4,175
966aaaaaaaa,5,120
150aaaaaaaa,69,44
767aaaaaaaa,49,15
122aaaaaaaa,56,175
228aaaaaaaa,45,163
469aaaaaaaa,25,61
229aaaaaaaa,1,57
547aaaaaaaa,65,62
498aaaaaaaa,24,79
459aaaaaaaa,5,177
93aaaaaaaa,21,38
848aaaaaaaa,53,89
648aaaaaaaa,48,85
490aaaaaaaa,31,49
991aaaaaaaa,51,78
305aaaaaaaa,7,96
464aaaaaaaa,54,1
953aaaaaaaa,7,55
844aaaaaaaa,2,126
957aaaaaaaa,75,157
362aaaaaaaa,22,114
574aaaaaaaa,45,185
548aaaaaaaa,71,65
886aaaaaaaa,53,33
964aaaaaaaa,1,116
99aaaaaaaa,2,52
363aaaaaaaa,22,67
213aaaaaaaa,67,181
636aaaaaaaa,64,53
818aaaaaaaa,22,191
66aaaaaaaa,23,32
888aaaaaaaa,23,13
336aaaaaaaa,47,155
288aaaaaaaa,44,105
565aaaaaaaa,44,165
62aaaaaaaa,41,19
